노선번호,정류장명
22,윗가마골
22,부대앞
22,석현삼거리
22,봄날의정원
22,플러스편의점
22,꿈의궁전
22,대승사.법화사
22,여울목
22,돌고개유원지입구
22,천하장사
22,권율장군묘
22,양주시립장욱진미술관.장흥관광지관리사무소
22,송암천문대입구
22,황토불가마입구
22,장흥아트파크
22,일영4리
22,청암민속박물관
22,푸른옥마을
22,한맥빌라
22,장흥면행정복지센터
22,장흥
22,절골
22,삼성군인아파트
22,1군단앞
22,목암초.중교
22,푸른마을동익아파트
22,신성빌라.동익아파트
22,고양동사거리
22,고양동시장
22,국민은행
22,현대아파트
22,고양현대아파트
22,고양동시장
22,고양동사거리
22,푸른마을3단지
22,푸른마을동익아파트
22,목암초.중교
22,1군단앞
22,절골
22,장흥
22,한맥빌라
22,푸른옥마을
22,청암민속박물관
22,일영5리
22,장흥아트파크
22,황토불가마입구
22,송암천문대입구
22,양주시립장욱진미술관.장흥관광지관리사무소
22,권율장군묘
22,천하장사
22,돌고개유원지입구
22,여울목
22,대승사.법화사
22,꿈의궁전
22,봄날의정원
22,부대앞
22,윗가마골
22,아트밸리앞
22,송추반석전원교회
22,부곡1리마을회관
22,장골부대앞
22,목장앞
22,장냇말
271,면일초등학교
271,용마공원입구
271,중랑교(중)
271,삼육서울병원(중)
271,시조사삼거리(중)
271,떡전교사거리.동대문노인복지관(중)
271,청량리미주아파트.동대문세무서(중)
271,청량리역환승센터(4번승강장)
271,청량리.청과물도매시장(중)
271,제기동역.서울약령시장(중)
271,용두동사거리.한국의류시험연구원(중)
271,신설동역(중)
271,동묘앞.서울혜화경찰서(중)
271,동대문역.흥인지문(중)
271,종로6가.동대문종합시장(중)
271,종로5가.광장시장(중)
271,종로4가.종묘(중)
271,종로3가.탑골공원(중)
271,종로2가
271,종로1가(중)
271,광화문역(중)
271,충정로역(중)
271,아현역(중)
271,웨딩타운(중)
271,이대역(중)
271,신촌오거리.2호선신촌역(중)
271,신촌오거리.현대백화점(중)
271,동교동삼거리(중)
271,홍대입구역(중)
271,서교동(중)
271,합정역
271,메세나폴리스
271,성산초등학교입구
271,기업은행서교동지점(최규하대통령가옥)
271,망원시장.망원동월드컵시장입구
271,마포구청역입구
271,마포구청.성산자동차검사소
271,월드컵경기장남측.월드컵공원
271,월드컵공원입구.문화비축기지입구
271,월드컵파크3단지후문
271,월드컵파크3단지정문
271,월드컵파크2단지.에스플렉스센터
271,상암DMC홍보관.YTN
271,누리꿈스퀘어.MBC
271,월드컵파크5단지.상암중고등학교입구
271,월드컵파크7단지
271,대덕동행정복지센터
271,월드컵파크9.10.11.12단지
271,상암고등학교
271,월드컵파크5단지
271,상암DMC홍보관.YTN
271,월드컵파크2단지.에스플렉스센터
271,월드컵파크3단지.난지천공원
271,월드컵공원입구.문화비축기지입구
271,마포농수산물시장.월드컵공원
271,마포구청
271,마포구청역입구
271,망원시장.망원동월드컵시장입구
271,기업은행서교동지점(최규하대통령가옥)
271,성산초등학교입구
271,마포한강푸르지오
271,합정역
271,서교동(중)
271,홍대입구역(중)
271,동교동삼거리(중)
271,신촌오거리.현대백화점(중)
271,신촌오거리.2호선신촌역(중)
271,이대역(중)
271,웨딩타운(중)
271,아현역(중)
271,충정로역(중)
271,서대문역사거리(중)
271,서울역사박물관.경희궁앞(중)
271,광화문역(중)
271,종로1가(중)
271,종로2가(중)
271,종로3가.탑골공원(중)
271,종로4가.종묘(중)
271,종로5가.광장시장(중)
271,종로6가.동대문종합시장(중)
271,동대문역.흥인지문(중)
271,동묘앞.서울혜화경찰서(중)
271,신설동역(중)
271,용두동사거리(중)
271,제기동역.서울약령시장(중)
271,청량리수산시장
271,청량리역환승센터(3번승강장)
271,서울성심병원
271,휘경동입구
271,삼육서울병원(중)
271,중랑교(중)
271,면목6거리
271,용마공원입구
271,우리은행망우동지점
 ,장터고개.맥금동영업소
3,배무기
3,검산초등학교
3,유승아파트
3,성원아파트
3,대방아파트
3,풀무골
3,문산제일고
3,문산제일고삼거리
3,금촌체육공원
3,금촌사거리
3,장안아파트
3,파주시청
3,교육지원청
3,흰돌아파트
3,파주스타디움
3,대창리
3,말레이지아교
3,조리사거리(미정차)
3,조리읍행정복지센터
3,봉일천시장
3,봉일천시내
3,한라비발디
3,대원리
3,설문교
3,은곡마을회관
3,박애원
3,박애원
3,구양계장
3,육각정
3,운정4동2통
3,신창철강
3,마을입구
3,괸돌
3,상지석2통
3,축협
3,운정역
3,할인마트
3,신교하농협지산지점
3,상지석5통
3,새터마을
3,하감천마을
3,청석궁.성석동감내
3,상감천마을
3,부대앞
3,고양송암고등학교
3,고봉초교.중산고교
3,해태쇼핑.중산사거리
3,중산마을2단지.해태쇼핑.코오롱아파트
3,현산중학교
3,일산약국
3,일산터미널
3,일산시장
3,한뫼초교.일산중고교
3,신원아파트앞
3,한뫼초교.일산중고교
3,일산시장
3,일산터미널
3,일산약국
3,미주5차아파트.현산중학교
3,중산마을2단지.해태쇼핑.코오롱아파트
3,해태쇼핑.중산사거리
3,고봉초교.중산고교
3,부대앞
3,상감천마을
3,청석궁.성석동감내
3,하감천마을
3,새터마을
3,상지석5통
3,신교하농협지산지점
3,할인마트
3,운정역
3,축협
3,상지석2통
3,괸돌
3,마을입구
3,신창철강
3,운정4동2통
3,육각정
3,구양계장
3,박애원
3,박애원
3,은곡마을
3,설문교
3,대원리
3,한라아파트입구
3,봉일천시내
3,봉일천시장
3,조리읍행정복지센터
3,조리사거리(미정차)
3,말레이지아교
3,대창리
3,파주스타디움
3,흰돌아파트
3,교육지원청
3,파주시청
3,장안아파트
3,금촌사거리
3,금촌통일시장
3,금촌체육공원
3,문산제일고교
3,야동동
3,대방아파트
3,성원아파트
3,유승아파트
3,검산초등학교
3,배무기
3,맥금동종점
30,적성차고지
30,적성우체국
30,적성전통시장
30,적성파출소
30,마지고개
30,마지2리
30,마지2교
30,낙석
30,덕천리
30,웅담1리
30,웅담리
30,웅담초등학교
30,웅담우체국
30,웅담2리.곰시
30,웅담2리
30,웅담3리.노패
30,미타사공군부대
30,성산교회
30,금곡1리
30,금곡2리.파주시장애인종합복지관
30,넘어말
30,향나무앞
30,송암요양병원
30,삼성대.제일주유소
30,삼성대마을회관
30,대성빌라
30,법원3리
30,대성빌딩
30,법원리우체국
30,법원읍하나로마트
30,천현초교
30,법원구터미널.우시장
30,율곡중고.법원읍행정복지센터
30,법원읍도서관.초리골
30,우시장
30,법원구터미널.우시장
30,천현초교
30,법원읍하나로마트
30,법원리우체국
30,법원사거리
30,은빛사랑채
30,삼마군인아파트
30,대능사거리
30,대능1리
30,법원체육공원
30,노블하임빌앞
30,호명교
30,애룡호수입구
30,연풍삼거리
30,연풍시장
30,연풍초등학교
30,민방위교육장
30,세경고등학교
30,파주6리마을회관
30,오뚜기냉동식품
30,주내성당.파주휴먼시아
30,파주읍행정복지센터
30,주내삼거리.파주삼거리
30,주내보타사앞
30,파주1리
30,파주1리.마산리
30,한국강건
30,파주농협
30,파주백석교
30,두원공대
30,줄아위.봉암1리마을회관
30,파주역
30,봉암리.구파주역
30,구파주역
30,월롱교
30,월롱역
30,위전1리
30,위전3리.신성레미콘
30,영태1리
30,영태5리
30,영태4리.정목고앞
30,영태3리
30,영태6리.파주이슬람성원
30,은행마을
30,PX마을
30,낙머리
30,등원2리
30,조리읍행정복지센터
30,봉일천시장
30,조리농협삼일운동기념비
30,봉일천4리
30,파주삼릉
30,송촌토파즈아파트
30,한미해병참전비
30,농협하나로클럽
30,장곡삼거리
30,내유동
30,중간내유동
30,윗내유동.희망양로원
30,내유초등학교
30,(임시)서울시립고양병원입구
30,고골입구
30,가장동
30,두포동.관산동성당
30,관산삼거리
30,고양외고.고양제일중학교
30,관산주공아파트.관산동행정복지센터
30,관산동.벽제시장
30,신성아파트
30,필리핀참전비
30,대자동
30,서울시립승화원
30,세원마을입구
30,신원마을1단지.신원중
30,신원마을2.4단지
30,신원마을3단지
30,삼송주택앞
30,삼송역사거리.지축차량기지입구
30,은평뉴타운10단지(중)
30,구파발역.롯데몰(서울도심)
30,박석고개.신도고등학교(중)
30,세명컴퓨터고등학교(중)
30,연신내역.연서시장(중)
30,동명여고.천주교불광동성당(중)
30,불광역4번출구
30,양광교회
30,대조불광시장삼거리(미정차)
30,불광역3.6호선(중)
30,동명여고.천주교불광동성당(중)
30,연신내역.연서시장(중)
30,세명컴퓨터고등학교(중)
30,박석고개.신도고등학교(중)
30,구파발역.롯데몰(고양.파주)
30,구파발역(미정차)
30,은평뉴타운10단지(중)
30,삼송역사거리.지축차량기지입구
30,삼송주택앞
30,신원마을3단지
30,신원마을2.4단지
30,신원마을1단지.신원중
30,세원마을입구
30,서울시립승화원
30,대자동
30,필리핀참전비
30,새서울아파트
30,더퍼스트프라임
30,관산동.벽제시장
30,관산주공아파트.관산동행정복지센터
30,고양외고.고양제일중학교
30,관산삼거리
30,두포동.관산동성당
30,가장동
30,고골입구
30,서울시립고양병원입구
30,내유초등학교앞
30,윗내유동.희망양로원
30,중간내유동
30,내유동
30,장곡삼거리
30,농협하나로클럽
30,한미해병참전비
30,파주삼릉
30,봉일천4리
30,조리농협삼일운동기념비
30,봉일천시장
30,조리읍행정복지센터
30,등원2리
30,낙머리
30,PX마을
30,은행마을
30,영태6리.파주이슬람성원
30,영태3리
30,영태4리.정목고앞
30,영태5리
30,영태1리
30,위전3리.신성레미콘
30,월롱역
30,월롱교
30,구파주역
30,봉암리.구파주역
30,파주역
30,줄아위.봉암1리마을회관
30,두원공대
30,파주백석교
30,파주농협
30,봉암1리
30,한국강건
30,파주1리.마산리
30,파주1리
30,주내보타사앞
30,주내삼거리.파주삼거리
30,파주읍행정복지센터
30,주내성당.파주휴먼시아
30,오뚜기냉동식품
30,세경고등학교
30,민방위교육장
30,연풍초등학교
30,연풍시장
30,연풍삼거리
30,애룡호수입구
30,호명교앞
30,노블하임빌앞
30,법원체육공원
30,대능1리
30,대능사거리
30,삼마군인아파트
30,은빛사랑채
30,대능리
30,법원리우체국
30,법원읍하나로마트
30,천현초교
30,법원구터미널.우시장
30,율곡중고.법원읍행정복지센터
30,법원읍도서관.초리골
30,우시장
30,법원구터미널.우시장
30,천현초교
30,법원읍하나로마트
30,법원리우체국
30,대성빌딩
30,법원3리
30,삼성대
30,삼성대마을회관
30,삼성대주유소
30,송암요양병원
30,향나무앞
30,넘어말
30,금곡2리.파주시장애인종합복지관
30,금곡1리
30,성산교회
30,미타사공군부대
30,웅담3리.노패
30,웅담2리
30,웅담2리.곰시
30,웅담우체국
30,웅담초등학교
30,웅담리
30,웅담1리
30,덕천리
30,낙석
30,마지2교
30,식현리
30,마지2리
30,마지고개
30,적성파출소
30,적성전통시장
30,적성우체국
30,적성삼거리
31,신산3리
31,신산아트빌라
31,광탄삼거리
31,사단후문
31,인쇄단지
31,오산리기도원
31,오산1리
31,오산2리
31,오산2리.연당말
31,오성주유소
31,덕암초등학교
31,뇌조삼거리
31,등원1리
31,낙머리
31,등원2리
31,조리읍행정복지센터
31,봉일천시장
31,조리농협삼일운동기념비
31,봉일천4리
31,파주삼릉
31,송촌토파즈아파트
31,한미해병참전비
31,농협하나로클럽
31,장곡삼거리
31,내유동
31,중간내유동
31,윗내유동.희망양로원
31,내유초등학교
31,(임시)서울시립고양병원입구
31,고골입구
31,가장동
31,두포동.관산동성당
31,관산삼거리
31,고양외고.고양제일중학교
31,관산주공아파트.관산동행정복지센터
31,관산동.벽제시장
31,신성아파트
31,필리핀참전비
31,대자동
31,서울시립승화원
31,세원마을입구
31,신원마을1단지.신원중
31,신원마을2.4단지
31,신원마을3단지
31,삼송주택앞
31,삼송역사거리.지축차량기지입구
31,힐스테이트삼송역
31,은평뉴타운10단지(중)
31,구파발역.롯데몰(서울도심)
31,박석고개.신도고등학교(중)
31,세명컴퓨터고등학교(중)
31,연신내역.연서시장(중)
31,동명여고.천주교불광동성당(중)
31,불광역3.6호선(중)
31,양광교회앞
31,불광역3.6호선(중)
31,동명여고.천주교불광동성당(중)
31,연신내역.연서시장(중)
31,세명컴퓨터고등학교(중)
31,박석고개.신도고등학교(중)
31,구파발역.롯데몰(고양.파주)
31,구파발역(미정차)
31,은평뉴타운10단지(중)
31,삼송역현대헤리엇아파트
31,삼송역사거리.지축차량기지입구
31,삼송주택앞
31,신원마을3단지
31,신원마을2.4단지
31,신원마을1단지.신원중
31,세원마을입구
31,서울시립승화원
31,대자동
31,필리핀참전비
31,새서울아파트
31,더퍼스트프라임
31,관산동.벽제시장
31,관산주공아파트.관산동행정복지센터
31,고양외고.고양제일중학교
31,관산삼거리
31,두포동.관산동성당
31,가장동
31,고골입구
31,서울시립고양병원입구
31,내유초등학교앞
31,윗내유동.희망양로원
31,중간내유동
31,내유동
31,장곡삼거리
31,농협하나로클럽
31,한미해병참전비
31,파주삼릉
31,봉일천4리
31,조리농협삼일운동기념비
31,봉일천시장
31,조리읍행정복지센터
31,등원2리
31,낙머리
31,등원1리
31,뇌조삼거리
31,덕암초등학교
31,오성주유소
31,오산2리.연당말
31,오산2리
31,오산1리
31,오산리기도원
31,인쇄단지
31,전진마을
31,사단정문
31,사단후문
31,광탄삼거리
31,신산아트빌라
31,신산3리
313,신산3리
313,신산아트빌라
313,광탄삼거리
313,광탄시장
313,신산초등학교
313,양천한의원
313,신촌교회묘지입구
313,창만사거리
313,창만3리
313,창만리
313,마장1리
313,복월동
313,샘골
313,마장2리부대
313,마장삼거리
313,성운슈퍼
313,마장3리
313,제연낚시터
313,화인하우스
313,영장삼거리
313,영장1리
313,영장2교
313,기산리
313,기산2리마을회관
313,마장호수출렁다리
313,기산리
313,기산리
313,영장2교
313,군량굴
313,고령농원
313,영장출판인쇄단지
313,고령부대
313,고령
313,영장2리
313,기연가든
313,보광사
313,고개
313,부대앞
313,정식암
313,계명상회
313,고양동종점.고양레저타운
313,장단상회
313,보광주유소
313,추모공원하늘문
313,상곡마을
313,부대앞.감로정
313,보라빌라
313,고양동삼거리
313,목암초.중교
313,푸른마을동익아파트
313,고양동사거리
313,고양동시장
313,국민은행
313,현대아파트
313,응달촌
313,빈정동
313,선유동입구
313,부대앞
313,벽제역
313,대자삼거리
313,서울시립승화원
313,세원마을입구
313,신원마을1단지.신원중
313,신원마을2.4단지
313,신원상가앞
313,신원마을6단지
313,신원마을9.10단지
313,삼송마을14단지.농협대입구
313,원흥역6번출구
313,원흥역5번출구
313,원흥역2번출구
313,삼송마을14단지.농협대입구
313,신원마을9.10단지
313,신원마을6단지
313,신원상가앞
313,신원마을2.4단지
313,신원마을1단지.신원중
313,세원마을입구
313,서울시립승화원
313,대자삼거리
313,벽제역
313,부대앞
313,선유동입구
313,빈정동
313,응달촌
313,고양현대아파트
313,고양동시장
313,고양동사거리
313,푸른마을3단지
313,푸른마을동익아파트
313,목암초.중교
313,푸른마을10단지입구
313,푸른마을10단지.대명교회앞
313,고양동삼거리
313,보라빌라
313,부대앞.감로정
313,상곡마을
313,추모공원하늘문
313,보광주유소
313,장단상회
313,고양동종점.고양레저타운
313,계명상회
313,정식암
313,부대앞
313,고개
313,보광사
313,기연가든
313,영장2리
313,고령
313,고령부대
313,영장출판인쇄단지
313,고령농원
313,군량굴
313,영장2교
313,기산리
313,기산2리마을회관
313,마장호수출렁다리
313,기산리
313,기산리
313,영장2교
313,영장1리
313,영장삼거리
313,마장4리
313,화인하우스
313,제연낚시터
313,유일레져
313,성운슈퍼
313,마장삼거리
313,샘골
313,검바위교
313,복월동
313,마장1리
313,창만리
313,창만3리
313,창만사거리
313,신촌교회묘지입구
313,양천한의원
313,신산초교
313,광탄시장
313,신산아트빌라
313,신산3리
313-1,신산3리
313-1,신산아트빌라
313-1,광탄삼거리
313-1,광탄시장
313-1,라메르아파트.다나아병원
313-1,우주어린이집
313-1,광탄순복음교회
313-1,시몬의집
313-1,우렁골
313-1,마장교
313-1,마장삼거리
313-1,성운슈퍼
313-1,마장3리
313-1,제연낚시터
313-1,화인하우스
313-1,마장4리
313-1,영장삼거리
313-1,영장1리
313-1,영장2교
313-1,기산리
313-1,기산2리마을회관
313-1,마장호수출렁다리
313-1,기산리
313-1,기산리
313-1,영장2교
313-1,군량굴
313-1,고령농원
313-1,영장출판인쇄단지
313-1,고령부대
313-1,고령
313-1,영장2리
313-1,기연가든
313-1,보광사
313-1,고개
313-1,부대앞
313-1,정식암
313-1,계명상회
313-1,고양동종점.고양레저타운
313-1,장단상회
313-1,보광주유소
313-1,추모공원하늘문
313-1,상곡마을
313-1,부대앞.감로정
313-1,보라빌라
313-1,고양동삼거리
313-1,목암초.중교
313-1,푸른마을동익아파트
313-1,고양동사거리
313-1,고양동시장
313-1,국민은행
313-1,현대아파트
313-1,응달촌
313-1,빈정동
313-1,선유동입구
313-1,부대앞
313-1,벽제역
313-1,대자삼거리
313-1,서울시립승화원
313-1,세원마을입구
313-1,신원마을1단지.신원중
313-1,신원마을2.4단지
313-1,신원상가앞
313-1,신원마을6단지
313-1,신원마을9.10단지
313-1,삼송마을14단지.농협대입구
313-1,원흥역6번출구
313-1,원흥역5번출구
313-1,원흥역2번출구
313-1,삼송마을14단지.농협대입구
313-1,신원마을9.10단지
313-1,신원마을6단지
313-1,신원상가앞
313-1,신원마을2.4단지
313-1,신원마을1단지.신원중
313-1,세원마을입구
313-1,서울시립승화원
313-1,대자삼거리
313-1,벽제역
313-1,부대앞
313-1,선유동입구
313-1,빈정동
313-1,응달촌
313-1,고양현대아파트
313-1,고양동시장
313-1,고양동사거리
313-1,푸른마을3단지
313-1,푸른마을동익아파트
313-1,목암초.중교
313-1,푸른마을10단지입구
313-1,푸른마을10단지.대명교회앞
313-1,고양동삼거리
313-1,보라빌라
313-1,부대앞.감로정
313-1,상곡마을
313-1,추모공원하늘문
313-1,보광주유소
313-1,장단상회
313-1,고양동종점.고양레저타운
313-1,계명상회
313-1,정식암
313-1,부대앞
313-1,고개
313-1,보광사
313-1,기연가든
313-1,영장2리
313-1,고령
313-1,고령부대
313-1,영장출판인쇄단지
313-1,고령농원
313-1,군량굴
313-1,마장호수출렁다리
313-1,기산리
313-1,기산리
313-1,영장2교
313-1,영장1리
313-1,영장삼거리
313-1,마장4리
313-1,화인하우스
313-1,제연낚시터
313-1,유일레져
313-1,성운슈퍼
313-1,마장삼거리
313-1,마장교
313-1,우렁골
313-1,시몬의집
313-1,광탄순복음교회
313-1,우주어린이집
313-1,라메르아파트.다나아병원
313-1,광탄시장
313-1,신산아트빌라
313-1,신산3리
33,차고지대기(미정차)
33,월곶공영차고지
33,김포외국어고등학교
33,새터마을
33,옹정리입구
33,통진두레문화센터.청룡사
33,매수리마을
33,마송우회도로사거리
33,통진중고등학교
33,마송초교
33,도사리
33,배울
33,흥신리
33,오니산양수장
33,양곡중.고등학교
33,김포양곡5단지
33,곡촌3단지
33,곡촌1.2단지
33,신양초교.신양고교
33,고다니8단지
33,휴먼시아9단지
33,한가람마을우미린.호수이편한세상
33,호수마을5단지.호반베르디움2차
33,김포시자원화센터
33,지난마을
33,모산.연운사
33,은행연립
33,운곡마을
33,수자인.호반아파트
33,뉴고려병원
33,타운하우스
33,우미린.반도유보라아파트
33,장기역.주공아파트
33,장기역4번출구
33,고창초등학교
33,반도유보라2차.김포대학교
33,운양역
33,하늘빛마을
33,한신더휴테라스
33,샘재마을
33,향교마을
33,걸포동
33,일산대교TG(미정차)
33,자유로출입(미정차)
33,대화마을입구삼거리
33,킨텍스
33,힐스테이트일산
33,포레나킨텍스오피스텔
33,문촌마을14.19단지
33,백병원(중)
33,대화역(중)
33,대화중학교.종합운동장
33,한국건설기술연구원.킨텍스
33,대화마을입구삼거리
33,자유로진입(미정차)
33,일산대교TG(미정차)
33,걸포동
33,향교마을
33,샘재마을
33,한신더휴테라스
33,하늘빛마을
33,운양역2번출구
33,반도유보라2차.김포대학교
33,고창초등학교
33,장기역4번출구
33,장기역.신영아파트
33,반도유보라.우미린아파트
33,고창마을.반도유보라후문
33,뉴고려병원.이니스더원
33,수자인.호반아파트
33,운곡마을
33,은행연립
33,모산.연운사
33,지난마을
33,김포시자원화센터
33,호수마을5단지.호반베르디움2차
33,호수마을이편한세상.한가람우미린
33,이편한세상.한강아이파크
33,고다니8단지
33,신양초교.신양고교
33,곡촌1.2단지
33,곡촌3단지
33,김포양곡5단지
33,양곡중.고등학교
33,오니산양수장
33,흥신리
33,배울
33,도사리
33,마송초교
33,통진중고등학교
33,마송우회도로사거리
33,현대아파트.소망마을
33,통진두레문화센터.청룡사
33,옹정리입구
33,새터마을
33,김포외국어고등학교
33,월곶공영차고지(종점)
33,운행종료(미정차)
33-1,유현마을.신동아아파트
33-1,현대아파트(미정차)
33-1,당곡고개.풍무동행정복지센터
33-1,양도사거리.삼용아파트
33-1,서해1차아파트
33-1,서해2차아파트
33-1,풍무도서관
33-1,풍무푸르지오.풍무센트럴푸르지오
33-1,풍무역.트레이더스
33-1,조리미입구
33-1,사우고.김포시청
33-1,사우역.김포고(김포초교방면)
33-1,김포초교
33-1,한일아파트
33-1,걸포북변역(걸포초교방면)
33-1,걸포초교
33-1,걸포공원후문
33-1,일산대교TG(미정차)
33-1,자유로출입(미정차)
33-1,대화마을입구삼거리
33-1,한국건설기술연구원.킨텍스
33-1,대화중학교.종합운동장
33-1,대화역
33-1,장촌초등학교
33-1,현대백화점
33-1,가로수길
33-1,일산노인종합복지관
33-1,강선마을16.17단지
33-1,일산동부경찰서(중)
33-1,일산동구청(중)
33-1,웨스턴돔
33-1,SK엠시티
33-1,일산호수공원관리사무소
33-1,일산호수공원
33-1,대우.삼성오피스텔
33-1,일산노인종합복지관
33-1,문촌17단지신안아파트
33-1,현대백화점
33-1,킨텍스후문
33-1,킨텍스삼거리
33-1,장촌초등학교
33-1,대화역
33-1,대화중학교.종합운동장
33-1,한국건설기술연구원.킨텍스
33-1,대화마을입구삼거리
33-1,자유로진입(미정차)
33-1,일산대교TG(미정차)
33-1,걸포공원후문
33-1,걸포초교
33-1,걸포북변역.국민연금공단
33-1,산호아파트앞
33-1,김포본동행정복지센터.중봉도서관
33-1,김포초교
33-1,북변우체국
33-1,사우역.김포고
33-1,사우고교.김포시청
33-1,조리미입구
33-1,풍무역.트레이더스
33-1,풍무푸르지오.풍무센트럴푸르지오
33-1,풍무도서관
33-1,서해2차아파트
33-1,서해1차아파트
33-1,양도사거리.대림아파트.신안아파트
33-1,당곡고개.풍무동행정복지센터
33-1,현대아파트
33-1,유현마을.신동아아파트
33-2,김포차량등록사업소
33-2,걸포동차고지출발(미정차)
33-2,걸포동차고지출발(미정차)
33-2,걸포중앙공원입구
33-2,김포우리병원
33-2,북변환승센터.구터미널
33-2,사우역.김포고
33-2,사우지하차도(미정차)
33-2,사우역.김포고(김포초교방면)
33-2,김포초교
33-2,한일아파트
33-2,대우아파트
33-2,삼환아파트
33-2,쌍용아파트
33-2,신화아파트.김포순복음교회
33-2,홈플러스
33-2,홈플러스
33-2,우저서원(대성주유소)
33-2,메트로자이1단지
33-2,나진교.메트로자이2단지
33-2,일산대교TG(미정차)
33-2,자유로출입(미정차)
33-2,대화마을입구삼거리
33-2,킨텍스
33-2,힐스테이트일산
33-2,포레나킨텍스오피스텔
33-2,현대백화점
33-2,킨텍스후문
33-2,킨텍스제1전시장
33-2,한국건설기술연구원.킨텍스
33-2,대화마을입구삼거리
33-2,자유로진입(미정차)
33-2,일산대교TG(미정차)
33-2,나진교.메트로자이2단지
33-2,메트로자이1단지
33-2,우저서원(대성주유소)
33-2,구두물입구
33-2,홈플러스.산림조합
33-2,한국아파트
33-2,한국아파트
33-2,산호아파트
33-2,산호아파트앞
33-2,김포본동행정복지센터.중봉도서관
33-2,김포초교
33-2,북변우체국
33-2,사우역.김포고
33-2,사우지하차도(미정차)
33-2,사우역.김포고(걸포사거리방면)
33-2,북변환승센터.구터미널
33-2,김포우리병원
33-2,김포차량등록사업소
360,금오중학교
361,신도.아남아파트
360,버스터미널.신도브래뉴아파트
360,의정부부대찌개거리.중앙역
360,중앙초등학교
360,가능역앞
360,의정부여고.가능역
360,한국모빌리티고등학교
360,흥선광장
360,흥선브라운스톤.더샵파크에비뉴아파트
360,안골.롯데캐슬골드포레
360,동명빌라
360,부대
360,상직동
360,용못골
360,울대고개
360,신동아파밀리에아파트
360,원각사입구
360,송추역.경남아너스빌
360,북한산국립공원송추계곡.느티나무
360,송추초등학교.송추검문소
360,부곡리우리마을아파트
360,서울실버케어스
360,부곡도방앞
360,신흥유원지.온릉앞
360,장흥
360,장흥고가밑
360,샘말
360,장흥교회
360,마당뜰앞
360,일영역
360,정자동다리.일영유원지
360,재궁마을.천생연분마을
360,장자원유원지
360,양주변전소
360,삼하리
360,비석거리
360,고양듀클래스지식산업센터.오금동고개
360,효자동.산막골
360,경남식당
360,참절
360,지축중흥S클래스.위스테이지축
360,지축중학교
360,지축센텀가든
360,지축동
360,래미안922동앞
360,래미안909동앞
360,구파발역.롯데몰(서울도심)
360,박석고개.신도고등학교(중)
360,세명컴퓨터고등학교(중)
360,연신내역.연서시장(중)
360,동명여고.천주교불광동성당(중)
360,불광역3.6호선(중)
360,불광역4번출구
360,양광교회
360,대조불광시장삼거리(미정차)
360,불광역3.6호선(중)
360,동명여고.천주교불광동성당(중)
360,연신내역.연서시장(중)
360,세명컴퓨터고등학교(중)
360,박석고개.신도고등학교(중)
360,구파발역2번출구
360,롯데캐슬823동앞
360,롯데캐슬820동앞
360,지축동
360,지축역수피움
360,지축중학교
360,위스테이지축.지축중흥S클래스
360,참절.위스테이지축후문
360,경남식당
360,효자동.산막골
360,고양듀클래스지식산업센터.오금동고개
360,비석거리
360,삼하리
360,양주변전소
360,장자원유원지
360,재궁마을.천생연분마을
360,정자동다리.일영유원지
360,삼상2리마을회관앞
360,일영역
360,마당뜰앞
360,장흥교회
360,샘말
360,장흥고가밑
360,장흥
360,신흥유원지.온릉앞
360,그랜드유원지
360,서울실버케어스
360,우리아파트
360,송추초등학교.송추검문소
360,북한산국립공원송추계곡.푸른아파트
360,송추역.경남아너스빌
360,원각사
360,신동아파밀리에아파트
360,울대고개
360,상직동
360,동명빌라
360,안골.롯데캐슬골드포레
360,흥선브라운스톤.더샵파크에비뉴아파트
360,흥선광장
360,가능초후문
360,한국모빌리티고등학교
360,의정부여고.가능역
360,경기북부보훈지청
360,의정부부대찌개거리.중앙역
360,파발교차로.의정부연세요양병원
360,의정부시외버스터미널
360,금오중학교
374,파주5리
374,주내삼거리
374,파주읍행정복지센터
374,주내성당.파주휴먼시아
374,오뚜기냉동식품
374,세경고등학교
374,민방위교육장
374,연풍초등학교
374,연풍시장
374,연풍리
374,파주제일교회
374,부대앞
374,천국기도원
374,전진사
374,검전리
374,검전리교차로
374,창만1리
374,신산5리
374,나자렛묘원
374,미군부대앞
374,새술막
374,신산3리
374,신산아트빌라
374,광탄삼거리
374,광탄시장
374,라메르아파트.다나아병원
374,광탄행정복지센터
374,한국자원재생공사
374,윤관장군묘
374,분수1리
374,분수리
374,용미1리.한민고
374,용암사.용미리마애이불입상
374,웅선비지네스
374,용미5교차로
374,용미2리
374,옥계동
374,한영기계
374,용미3리
374,용미리묘지입구
374,용미4리제2묘지입구
374,용미주유소
374,국군고양병원
374,고양동삼거리
374,푸른마을10단지.대명교회앞
374,신성빌라.동익아파트
374,고양동사거리
374,고양동시장
374,국민은행
374,현대아파트
374,응달촌
374,빈정동
374,선유동입구
374,부대앞
374,벽제역
374,대자삼거리
374,서울시립승화원
374,세원마을입구
374,신원마을1단지.신원중
374,신원마을2.4단지
374,신원마을3단지
374,삼송주택앞
374,삼송역사거리.지축차량기지입구
374,힐스테이트삼송역
374,삼송테크노밸리
374,동산동능모퉁이.한국지역난방공사
374,은평뉴타운10단지(중)
374,구파발역.롯데몰(고양.파주)
374,은평뉴타운10단지(중)
